,Handle,Title,Vendor,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Barcode,Image Src,Image Position,Image Alt Text,code (product.metafields.custom.code),gender_list (product.metafields.custom.gender_list),type1 (product.metafields.custom.type1),type2 (product.metafields.custom.type2),type3 (product.metafields.custom.type3),with_images (product.metafields.custom.with_images),Status
916,s-s-wip-t-shirt-i034646-white-dusky-blue-ss-25,S/S WIP T-Shirt,CARHARTT WIP,with_images,False,color,WHITE / DUSKY BLUE,size,M,I034646-WHITE-DUSKY-BLUE-SS-25-M-WHITE-DUSKY-BLUE-2700009356112,129.95,259.9,'2700009356112,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_CARHARTT-WIP_I034646_WHITE---DUSKY-BLUE_0-01K9AS4SJG8PDK5C5GYAJPJAMS.jpg?v=1763384675,1.0,Product image by Kixbox,I034646-WHITE / DUSKY BLUE-SS-25,Mens,T-shirt Short Sleeve,T-shirt,Light Knitwear,True,draft
923,s-s-american-script-t-shirt-i029956-ash-heather-aw-25,S/S American Script T-Shirt,CARHARTT WIP,with_images,True,color,ASH HEATHER,size,S,I029956-ASH-HEATHER-AW-25-S-ASH-HEATHER-2700009906270,199.9,199.9,'2700009906270,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I029956_ASH-HEATHER_0-01K9ASNFT2H3HK6G2QAGXVZKEJ.jpg?v=1763384672,1.0,Product image by Kixbox,I029956-ASH HEATHER-AW-25,Mens,T-shirt Short Sleeve,T-shirt,Light Knitwear,True,active
929,standard-crew-neck-t-shirt-i029370-white-white-aw-25,Standard Crew Neck T-Shirt,CARHARTT WIP,with_images,True,color,WHITE + WHITE,size,XL,I029370-WHITE-WHITE-AW-25-XL-WHITE-WHITE-2700009937335,199.9,199.9,'2700009937335,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I029370_WHITE-_-WHITE_0-01K9ASMRC4Z0Q16PZYX3K7NP3H.jpg?v=1763384669,1.0,Product image by Kixbox,I029370-WHITE + WHITE-AW-25,Mens,,T-shirt,Light Knitwear,True,active
943,trouttail-l-s-tee-g5fu-t099-vintage-black-aw-25,TROUTTAIL L/S TEE,GRAMICCI,with_images,True,size,M,color,VINTAGE BLACK,G5FU-T099-VINTAGE-BLACK-AW-25-M-VINTAGE-BLACK-2700010141882,399.9,399.9,'2700010141882,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_GRAMICCI_G5FU-T099_VINTAGE-BLACK_0-01K9T7SV3PNP4V8KNG7GT0EBRA.jpg?v=1763384666,1.0,Product image by Kixbox,G5FU-T099-VINTAGE BLACK-AW-25,Mens,Sweater,Knitted Wear,Sweaters and Sweatshirts,True,active
949,w-s-salem-cargo-pant-g5fw-p068-brown-aw-25,W’S SALEM CARGO PANT,GRAMICCI,no_images,True,color,BROWN,size,L,G5FW-P068-BROWN-AW-25-L-BROWN-2700010141950,0.0,,'2700010141950,,,,G5FW-P068-BROWN-AW-25,Womens,Cargo Pants,Pants,Bottoms,,active
950,ice-axe-tee-g5fu-t083-burnt-orange-aw-25,ICE AXE TEE,GRAMICCI,with_images,True,size,L,color,BURNT ORANGE,G5FU-T083-BURNT-ORANGE-AW-25-L-BURNT-ORANGE-2700010141776,339.9,339.9,'2700010141776,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_GRAMICCI_G5FU-T083_BURNT-ORANGE_0-01K9ARVQSJV3SXP1GGX5TJVD0N.jpg?v=1763384661,1.0,Product image by Kixbox,G5FU-T083-BURNT ORANGE-AW-25,Mens,T-shirt Short Sleeve,T-shirt,Light Knitwear,True,active
956,sierra-cargo-pant-g5fm-p060-pine-aw-25,SIERRA CARGO PANT,GRAMICCI,with_images,True,size,M,color,PINE,G5FM-P060-PINE-AW-25-M-PINE-2700010141073,759.9,759.9,'2700010141073,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_GRAMICCI_G5FM-P060_PINE_0-01K9ARSRTZHV0GZ64MF0F2Y1EC.jpg?v=1763384659,1.0,Product image by Kixbox,G5FM-P060-PINE-AW-25,Mens,Cargo Pants,Pants,Bottoms,True,active
963,nylon-packable-tote-g5fa-173-grey-aw-25,NYLON PACKABLE TOTE,GRAMICCI,with_images,True,color,GREY,size,ONE SIZE,G5FA-173-GREY-AW-25-ONE-SIZE-GREY-2700010140762,419.9,419.9,'2700010140762,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_GRAMICCI_G5FA-173_GREY_0-01K9ARR0FQYASHFWE93YM9J8ZH.jpg?v=1763384656,1.0,Product image by Kixbox,G5FA-173-GREY-AW-25,"Mens
Womens",Tote Bag,Bag,Bags,True,active
971,nylon-packable-tote-g5fa-173-black-aw-25,NYLON PACKABLE TOTE,GRAMICCI,with_images,True,color,BLACK,size,ONE SIZE,G5FA-173-BLACK-AW-25-ONE-SIZE-BLACK-2700010140779,419.9,419.9,'2700010140779,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_GRAMICCI_G5FA-173_BLACK_0-01K9AR0P9PMY15ZHWP08DYQGKS.jpg?v=1763384654,1.0,Product image by Kixbox,G5FA-173-BLACK-AW-25,"Mens
Womens",Tote Bag,Bag,Bags,True,active
979,w-s-voyager-pant-g2sw-p090-black-aw-25,W'S VOYAGER PANT,GRAMICCI,with_images,True,color,BLACK,size,L,G2SW-P090-BLACK-AW-25-L-BLACK-2700010140519,759.9,759.9,'2700010140519,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_GRAMICCI_G2SW-P090_BLACK_0-01K9ARPJXQC3009DV2XT83SR88.jpg?v=1763384651,1.0,Product image by Kixbox,G2SW-P090-BLACK-AW-25,Womens,Pants,Pants,Bottoms,True,active
986,wide-cut-denim-jeans-bgq3256402-tinted-blue-wash-aw-25,Wide Cut Denim Jeans,BUTTER GOODS,with_images,True,size,36,color,TINTED BLUE WASH,BGQ3256402-TINTED-BLUE-WASH-AW-25-36-TINTED-BLUE-WASH-2700010133566,599.9,599.9,'2700010133566,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_BUTTER-GOODS_BGQ3256402_TINTED-BLUE-WASH_0-01K9AT2HVGWGW7749MNF9QSKKE.jpg?v=1763384649,1.0,Product image by Kixbox,BGQ3256402-TINTED BLUE WASH-AW-25,Mens,Jeans (Wide fit),Pants,Bottoms,True,active
1002,connection-shirt-bgq3253702-sage-pink-aw-25,Connection Shirt,BUTTER GOODS,with_images,True,color,SAGE / PINK,size,M,BGQ3253702-SAGE-PINK-AW-25-M-SAGE-PINK-2700010133092,549.9,549.9,'2700010133092,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_BUTTER-GOODS_BGQ3253702_SAGE---PINK_0-01K9AT11Z6V62168REAT35QVBD.jpg?v=1763384651,1.0,Product image by Kixbox,BGQ3253702-SAGE / PINK-AW-25,Mens,Long Sleeve Shirt,Shirt,Shirts and Polos,True,active
1008,bleach-knit-sweater-bgq3253102-black-aw-25,Bleach Knit Sweater,BUTTER GOODS,with_images,True,color,BLACK,size,M,BGQ3253102-BLACK-AW-25-M-BLACK-2700010133030,599.9,599.9,'2700010133030,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_BUTTER-GOODS_BGQ3253102_BLACK_0-01K9ASYM977K5K174806NS9CCV.jpg?v=1763384643,1.0,Product image by Kixbox,BGQ3253102-BLACK-AW-25,Mens,Knitted Sweater (Round-neck),Knitted Wear,Sweaters and Sweatshirts,True,active
1014,roach-denim-jeans-bgq3256103-black-wash-aw-25,Roach Denim Jeans,BUTTER GOODS,with_images,True,color,BLACK WASH,size,34,BGQ3256103-BLACK-WASH-AW-25-34-BLACK-WASH-2700010133269,599.9,599.9,'2700010133269,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_BUTTER-GOODS_BGQ3256103_BLACK-WASH_0-01K9ASVVMCX6YPCM0Q5FNKVX7H.jpg?v=1763384641,1.0,Product image by Kixbox,BGQ3256103-BLACK WASH-AW-25,Mens,Jeans (Baggy fit),Pants,Bottoms,True,active
1022,terrain-tee-bgq3250903-washed-black-aw-25,Terrain Tee,BUTTER GOODS,with_images,True,size,M,color,WASHED BLACK,BGQ3250903-WASHED-BLACK-AW-25-M-WASHED-BLACK-2700010132736,269.9,269.9,'2700010132736,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_BUTTER-GOODS_BGQ3250903_WASHED-BLACK_0-01K9AST6V8FBGP3PC6XTWCQW9S.jpg?v=1763384638,1.0,Product image by Kixbox,BGQ3250903-WASHED BLACK-AW-25,Mens,T-shirt Short Sleeve,T-shirt,Light Knitwear,True,active
1028,basic-tee-bgq3251303-washed-sandstone-aw-25,Basic Tee,BUTTER GOODS,with_images,False,size,L,color,WASHED SANDSTONE,BGQ3251303-WASHED-SANDSTONE-AW-25-L-WASHED-SANDSTONE-2700010132835,269.9,269.9,'2700010132835,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_BUTTER-GOODS_BGQ3251303_WASHED-SANDSTONE_0-01K9ASQCR386V219WFDYCGQK5N.jpg?v=1763384635,1.0,Product image by Kixbox,BGQ3251303-WASHED SANDSTONE-AW-25,Mens,T-shirt Short Sleeve,T-shirt,Light Knitwear,True,draft
1035,below-the-equator-aw25unw0103-white-white-aw-25,Below the Equator,CARNE BOLLENTE,with_images,True,color,WHITE,size,L,AW25UNW0103-WHITE-WHITE-AW-25-L-WHITE-2700010138585,269.9,269.9,'2700010138585,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARNE-BOLLENTE_AW25UNW0103_WHITE_WHITE_0-01K9ARNCF1AZ6EA5MVW9WBMVVP.jpg?v=1763384633,1.0,Product image by Kixbox,AW25UNW0103_WHITE-WHITE-AW-25,Mens,Boxer Briefs,Other,Accessories,True,active
1037,runner-s-respite-aw25sk0102-cream-cream-aw-25,Runner's Respite,CARNE BOLLENTE,with_images,True,color,CREAM,size,42-46,AW25SK0102-CREAM-CREAM-AW-25-42-46-CREAM-2700010138141,119.9,119.9,'2700010138141,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARNE-BOLLENTE_AW25SK0102_CREAM_CREAM_0-01K9ARMANPZ3V4CKRCPE9KJ25Q.jpg?v=1763384631,1.0,Product image by Kixbox,AW25SK0102_CREAM-CREAM-AW-25,"Mens
Womens",Socks,Hosiery,Accessories,True,active
1040,ex-appeal-aw25h0104-black-black-aw-25,Ex Appeal,CARNE BOLLENTE,with_images,True,size,M,color,BLACK,AW25H0104-BLACK-BLACK-AW-25-M-BLACK-2700010137830,869.9,869.9,'2700010137830,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARNE-BOLLENTE_AW25H0104_BLACK_BLACK_0-01K9ARJN6T0SB7W68EC21EJNQD.jpg?v=1763384628,1.0,Product image by Kixbox,AW25H0104_BLACK-BLACK-AW-25,Mens,Hooded Sweatshirt,Sweatshirt,Sweaters and Sweatshirts,True,active
1047,how-i-met-your-father-aw24lss0203-allover-allover-aw-25,How I Met Your Father,CARNE BOLLENTE,with_images,True,size,L,color,ALLOVER,AW24LSS0203-ALLOVER-ALLOVER-AW-25-L-ALLOVER-2700010138714,1159.9,1159.9,'2700010138714,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARNE-BOLLENTE_AW24LSS0203_ALLOVER_ALLOVER_0-01K9T7NENTW6EHV9ERYDKD80AT.jpg?v=1763384626,1.0,Product image by Kixbox,AW24LSS0203_ALLOVER-ALLOVER-AW-25,Mens,Long Sleeve Shirt,Shirt,Shirts and Polos,True,active
1053,the-hotel-long-sleeve-t-shirt-54220-white-aw-25,The hotel long sleeve t-shirt,BY PARRA,with_images,True,size,XL,color,WHITE,54220-WHITE-AW-25-XL-WHITE-2700010079642,399.9,399.9,'2700010079642,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_BY-PARRA_54220_WHITE_0-01K9ASMB1AJG4SYW5KZZVMGM00.jpg?v=1763384623,1.0,Product image by Kixbox,54220-WHITE-AW-25,Mens,Sweater,T-shirt,Light Knitwear,True,active
1060,nice-and-normal-bottle-54195-red-aw-25,Nice and normal bottle,BY PARRA,with_images,True,size,ONE SIZE,color,RED,54195-RED-AW-25-ONE-SIZE-RED-2700010079277,289.9,289.9,'2700010079277,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_BY-PARRA_54195_RED_0-01K9ASKBQHN7QHZNT5V3NR2KYB.jpg?v=1763384620,1.0,Product image by Kixbox,54195-RED-AW-25,"Mens
Womens",Bottle,Other,Accessories,True,active
1063,dog-training-long-sleeve-t-shirt-54111-black-aw-25,Dog training long sleeve t-shirt,BY PARRA,with_images,True,size,XL,color,BLACK,54111-BLACK-AW-25-XL-BLACK-2700010078171,399.9,399.9,'2700010078171,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_BY-PARRA_54111_BLACK_0-01K9ASJ55NDFTSGC81WWBCERMS.jpg?v=1763384616,1.0,Product image by Kixbox,54111-BLACK-AW-25,Mens,Sweater,T-shirt,Light Knitwear,True,active
1070,obey-notebook-doodle-268112702-unbleached-aw-25,OBEY NOTEBOOK DOODLE,OBEY,with_images,True,color,UNBLEACHED,size,XS,268112702-UNBLEACHED-AW-25-XS-UNBLEACHED-2700009837338,239.9,239.9,'2700009837338,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_OBEY_268112702_UNBLEACHED_0-01K9ASH21A055SFJVF83QRZ6NB.jpg?v=1763384613,1.0,Product image by Kixbox,268112702-UNBLEACHED-AW-25,Womens,Sweater,T-shirt,Light Knitwear,True,active
1082,swirls-jacquard-zip-jacket-221800445-brown-multi-aw-25,SWIRLS JACQUARD ZIP JACKET,OBEY,with_images,True,size,L,color,BROWN MULTI,221800445-BROWN-MULTI-AW-25-L-BROWN-MULTI-2700009832982,859.9,859.9,'2700009832982,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_OBEY_221800445_BROWN-MULTI_0-01K9ASFGZ1295M8NATW0SRRSCC.jpg?v=1763384611,1.0,Product image by Kixbox,221800445-BROWN MULTI-AW-25,Womens,Fleece Jacket,Jacket,Outerwear,True,active
1098,chainstitch-baggy-relaxed-hood-211610157-shadow-aw-25,CHAINSTITCH BAGGY RELAXED HOOD,OBEY,with_images,True,size,L,color,SHADOW,211610157-SHADOW-AW-25-L-SHADOW-2700009831633,439.9,439.9,'2700009831633,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_OBEY_211610157_SHADOW_0-01K9ARG0H63PMXZE29R1YXJWVM.jpg?v=1763384607,1.0,Product image by Kixbox,211610157-SHADOW-AW-25,Womens,Hooded Sweatshirt,Sweatshirt,Sweaters and Sweatshirts,True,active
1105,clarence-woven-181200416-black-multi-aw-25,CLARENCE WOVEN,OBEY,with_images,True,size,XXL,color,BLACK MULTI,181200416-BLACK-MULTI-AW-25-XXL-BLACK-MULTI-2700009812489,499.9,499.9,'2700009812489,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_OBEY_181200416_BLACK-MULTI_0-01K9ARDRBFPS87AVSD55WJ7AYK.jpg?v=1763384605,1.0,Product image by Kixbox,181200416-BLACK MULTI-AW-25,Mens,Long Sleeve Shirt,Shirt,Shirts and Polos,True,active
1111,obey-precision-168004226-pigment-vintage-white-aw-25,OBEY PRECISION,OBEY,with_images,True,color,PIGMENT VINTAGE WHITE,size,M,168004226-PIGMENT-VINTAGE-WHITE-AW-25-M-PIGMENT-VINTAGE-WHITE-2700009830575,299.9,299.9,'2700009830575,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_OBEY_168004226_PIGMENT-VINTAGE-WHITE_0-01K9ASD0TC9RZB947C7P477NY4.jpg?v=1763384602,1.0,Product image by Kixbox,168004226-PIGMENT VINTAGE WHITE-AW-25,Mens,Sweater,T-shirt,Light Knitwear,True,active
1118,patron-cardigan-151010025-leopard-aw-25,PATRON CARDIGAN,OBEY,with_images,False,color,LEOPARD,size,L,151010025-LEOPARD-AW-25-L-LEOPARD-2700009809267,619.9,619.9,'2700009809267,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_OBEY_151010025_LEOPARD_0-01K9ARDA34QVD1C85V8PZCEY82.jpg?v=1763384599,1.0,Product image by Kixbox,151010025-LEOPARD-AW-25,Mens,Knitted Cardigan,Knitted Wear,Sweaters and Sweatshirts,True,draft
1124,lowercase-pigment-sweatpants-142030046-pigment-pirate-black-aw-25,LOWERCASE PIGMENT SWEATPANTS,OBEY,with_images,True,color,PIGMENT PIRATE BLACK,size,L,142030046-PIGMENT-PIRATE-BLACK-AW-25-L-PIGMENT-PIRATE-BLACK-2700009808833,619.9,619.9,'2700009808833,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_OBEY_142030046_PIGMENT-PIRATE-BLACK_0-01K9T7KHPSPDAA7681V1RT68QE.jpg?v=1763384595,1.0,Product image by Kixbox,142030046-PIGMENT PIRATE BLACK-AW-25,Mens,Sweatpants,Pants,Bottoms,True,active
1131,bigwig-baggy-denim-142010087-stone-wash-indigo-aw-25,BIGWIG BAGGY DENIM,OBEY,with_images,True,size,30,color,STONE WASH INDIGO,142010087-STONE-WASH-INDIGO-AW-25-30-STONE-WASH-INDIGO-2700009806082,619.9,619.9,'2700009806082,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_OBEY_142010087_STONE-WASH-INDIGO_0-01K9ASATR8GZ6TM60T0QM1YXCB.jpg?v=1763384593,1.0,Product image by Kixbox,142010087-STONE WASH INDIGO-AW-25,Mens,Jeans (Baggy fit),Pants,Bottoms,True,active
1139,classic-baggy-denim-142010109-fence-camo-multi-aw-25,CLASSIC BAGGY DENIM,OBEY,with_images,True,size,34,color,FENCE CAMO MULTI,142010109-FENCE-CAMO-MULTI-AW-25-34-FENCE-CAMO-MULTI-2700009806549,539.9,539.9,'2700009806549,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_OBEY_142010109_FENCE-CAMO-MULTI_0-01K9AS95TEV1RW06RCYE2A9WW8.jpg?v=1763384590,1.0,Product image by Kixbox,142010109-FENCE CAMO MULTI-AW-25,Mens,Jeans (Baggy fit),Pants,Bottoms,True,active
1146,lowercase-pigment-tee-ls-131030139-pigment-deep-lichen-green-aw-25,LOWERCASE PIGMENT TEE LS,OBEY,with_images,True,size,L,color,PIGMENT DEEP LICHEN GREEN,131030139-PIGMENT-DEEP-LICHEN-GREEN-AW-25-L-PIGMENT-DEEP-LICHEN-GREEN-2700009803968,319.9,319.9,'2700009803968,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_OBEY_131030139_PIGMENT-DEEP-LICHEN-GREEN_0-01K9ARBS9J4H07X2CCW4DXAY3Y.jpg?v=1763384586,1.0,Product image by Kixbox,131030139-PIGMENT DEEP LICHEN GREEN-AW-25,Mens,Sweater,T-shirt,Light Knitwear,True,active
1152,obey-blindfold-112854206-black-aw-25,OBEY BLINDFOLD,OBEY,with_images,True,size,S,color,BLACK,112854206-BLACK-AW-25-S-BLACK-2700009816678,479.9,479.9,'2700009816678,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_OBEY_112854206_BLACK_0-01K9ARAAVTBE7ZFVPTANFM9VTB.jpg?v=1763384584,1.0,Product image by Kixbox,112854206-BLACK-AW-25,Mens,Zippered Hooded Sweatshirt,Sweatshirt,Sweaters and Sweatshirts,True,active
1159,obey-eyes-icon-hood-112843126-black-aw-25,OBEY EYES ICON HOOD,OBEY,with_images,True,size,S,color,BLACK,112843126-BLACK-AW-25-S-BLACK-2700009815824,479.9,479.9,'2700009815824,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_OBEY_112843126_BLACK_0-01K9AR9FJ7MMN0D6Z1D9NCBSKS.jpg?v=1763384580,1.0,Product image by Kixbox,112843126-BLACK-AW-25,Mens,Hooded Sweatshirt,Sweatshirt,Sweaters and Sweatshirts,True,active
1166,lowercase-pigment-hood-112470194-pigment-pirate-black-aw-25,LOWERCASE PIGMENT HOOD,OBEY,with_images,True,size,M,color,PIGMENT PIRATE BLACK,112470194-PIGMENT-PIRATE-BLACK-AW-25-M-PIGMENT-PIRATE-BLACK-2700009801759,639.9,639.9,'2700009801759,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_OBEY_112470194_PIGMENT-PIRATE-BLACK_0-01K9AR8NTT2HDC63SRY69CCWNE.jpg?v=1763384578,1.0,Product image by Kixbox,112470194-PIGMENT PIRATE BLACK-AW-25,Mens,Hooded Sweatshirt,Sweatshirt,Sweaters and Sweatshirts,True,active
1173,hybrid-faded-zip-hood-112460032-digital-black-faded-wash-aw-25,HYBRID FADED ZIP HOOD,OBEY,with_images,True,size,S,color,DIGITAL BLACK FADED WASH,112460032-DIGITAL-BLACK-FADED-WASH-AW-25-S-DIGITAL-BLACK-FADED-WASH-2700009813929,639.9,639.9,'2700009813929,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_OBEY_112460032_DIGITAL-BLACK-FADED-WASH_0-01K9AR5MXD37FND1QSTVC49Y35.jpg?v=1763384575,1.0,Product image by Kixbox,112460032-DIGITAL BLACK FADED WASH-AW-25,Mens,Zippered Hooded Sweatshirt,Sweatshirt,Sweaters and Sweatshirts,True,active
1180,big-boy-web-belt-100050026-tea-leaf-aw-25,BIG BOY WEB BELT,OBEY,with_images,True,size,ONE SIZE,color,TEA LEAF,100050026-TEA-LEAF-AW-25-ONE-SIZE-TEA-LEAF-2700009813059,119.9,119.9,'2700009813059,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_OBEY_100050026_TEA-LEAF_0-01K9T7GFB9A6C26JTCJAXR0VJA.jpg?v=1763384572,1.0,Product image by Kixbox,100050026-TEA LEAF-AW-25,"Mens
Womens",Textile Belt,Belts,Accessories,True,active
1182,work-ls-shirt-work-ls-shirt-gray-silver-su-25,WORK LS SHIRT,ОКТЯБРЬ,with_images,True,size,S,color,GRAY SILVER,WORK-LS-SHIRT-GRAY-SILVER-SU-25-S-GRAY-SILVER-2700010026158,299.9,299.9,'2700010026158,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SU-25_WORK_LS_SHIRT_GRAY-SILVER_0-01K9YGD2H3QSSRWR6KVVNWSGXD.jpg?v=1763386311,1.0,Product image by Kixbox,WORK_LS_SHIRT-GRAY SILVER-SU-25,Mens,Long Sleeve Shirt,Shirt,Shirts and Polos,True,active
1189,work-jacket-work-jacket-golden-brown-su-25,WORK JACKET,ОКТЯБРЬ,with_images,True,size,XXL,color,GOLDEN BROWN,WORK-JACKET-GOLDEN-BROWN-SU-25-XXL-GOLDEN-BROWN-2700010026141,449.9,449.9,'2700010026141,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SU-25_WORK_JACKET_GOLDEN-BROWN_0-01K9YEWKRYBT0NRB40R2QAJZ2Q.jpg?v=1763386304,1.0,Product image by Kixbox,WORK_JACKET-GOLDEN BROWN-SU-25,Mens,Jacket,Jacket,Outerwear,True,active
1197,wide-curved-denim-pants-wide-curved-denim-pants-washed-blue-su-25,Wide Curved Denim Pants,ANGLAN,with_images,False,color,WASHED BLUE,size,ONE SIZE,WIDE-CURVED-DENIM-PANTS-WASHED-BLUE-SU-25-ONE-SIZE-WASHED-BLUE-2700010437817,619.9,619.9,'2700010437817,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SU-25_ANGLAN_WIDE_CURVED_DENIM_PANTS_WASHED-BLUE_0-01K9AS48VGA4PX5BV3C781KWM8.jpg?v=1763384689,1.0,Product image by Kixbox,WIDE_CURVED_DENIM_PANTS-WASHED BLUE-SU-25,Mens,Jeans (Wide fit),Pants,Bottoms,True,draft
1205,varg-casper-pant-varg-casper-pant-faded-black-ss-25,VARG CASPER PANT,WASTED PARIS,no_images,False,color,FADED BLACK,size,34,VARG-CASPER-PANT-FADED-BLACK-SS-25-34-FADED-BLACK-2700009613444,349.95,699.9,'2700009613444,,,,VARG_CASPER_PANT-FADED BLACK-SS-25,Mens,Jeans (Regular fit),Pants,Bottoms,,draft
1208,basic-crew-socks-sx-m06-a-aw-25,BASIC CREW SOCKS,GRAMICCI,with_images,True,size,25-27CM,color,A,SX-M06-A-AW-25-25-27CM-A-2700010142230,139.9,139.9,'2700010142230,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_GRAMICCI_SX-M06_A_0-01K9AS3PPPMNN1EFFRTVFCH651.jpg?v=1763384686,1.0,Product image by Kixbox,SX-M06-A-AW-25,"Mens
Womens",Socks,Hosiery,Accessories,True,active
1215,unbalance-long-tuck-balloon-pants-unbalance-long-tuck-pants-beige-ss-25,Unbalance Long Tuck Balloon Pants,ANGLAN,with_images,False,size,ONE SIZE,color,BEIGE,UNBALANCE-LONG-TUCK-PANTS-BEIGE-SS-25-ONE-SIZE-BEIGE-2700010084202,649.9,649.9,'2700010084202,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_ANGLAN_UNBALANCE_LONG_TUCK_PANTS_BEIGE_0-01K5V8W0ZPA82MHBEH8XTCKVAW.jpg?v=1763384568,1.0,Product image by Kixbox,UNBALANCE_LONG_TUCK_PANTS-BEIGE-SS-25,Mens,Pants (Balloon fit),Pants,Bottoms,True,draft
1222,duo-t-shirt-p25dp016-black-black-aw-25,DUO T-SHIRT,PLEASURES,with_images,True,color,BLACK,size,XL,P25DP016-BLACK-BLACK-AW-25-XL-BLACK-2700010150211,389.9,389.9,'2700010150211,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_PLEASURES_P25DP016-BLACK_BLACK_0-01K9T7VQRETWBGYM5X2H69DNE1.jpg?v=1763384683,1.0,Product image by Kixbox,P25DP016-BLACK-BLACK-AW-25,Mens,T-shirt Short Sleeve,T-shirt,Light Knitwear,True,active
1228,ttt-dashed-line-t-shirt-ttt13ts003-white-su-25,TTT DASHED LINE T-SHIRT,THE TRILOGY TAPES,with_images,False,size,L,color,WHITE,TTT13TS003-WHITE-SU-25-L-WHITE-2700010235710,249.9,249.9,'2700010235710,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SU-25_THE-TRILOGY-TAPES_TTT13TS003_WHITE_0-01K78YWMMG02KXSJHHAWGN6ZK5.jpg?v=1763384566,1.0,Product image by Kixbox,TTT13TS003-WHITE-SU-25,Mens,T-shirt Short Sleeve,T-shirt,Light Knitwear,True,draft
1234,no-problemo-ls-tee-np6002204-white-aw-25,No Problemo Ls Tee,NO PROBLEMO,with_images,False,size,L,color,WHITE,NP6002204-WHITE-AW-25-L-WHITE-2700010146702,349.9,349.9,'2700010146702,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_NO-PROBLEMO_NP6002204_WHITE_0-01K9AS1S47F9MPXA9RBJ6EN0D3.jpg?v=1763384681,1.0,Product image by Kixbox,NP6002204-WHITE-AW-25,Mens,Sweater,Knitted Wear,Sweaters and Sweatshirts,True,draft
1240,ttt-ripstop-nylon-shorts-ttt13st001-deep-cobalt-su-25,TTT RIPSTOP NYLON SHORTS,THE TRILOGY TAPES,with_images,False,size,XL,color,DEEP COBALT,TTT13ST001-DEEP-COBALT-SU-25-XL-DEEP-COBALT-2700010235604,499.9,499.9,'2700010235604,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SU-25_THE-TRILOGY-TAPES_TTT13ST001_DEEP-COBALT_0-01K78YTR2CERYA1F4JSNZHBFV8.jpg?v=1763384565,1.0,Product image by Kixbox,TTT13ST001-DEEP COBALT-SU-25,Mens,Shorts,Shorts,Bottoms,True,draft
